account_id,federal_account_symbol,federal_account_name
1122,070-0401,"Procurement, Construction, and Improvements, United States Secret Service, Homeland Security"
1123,070-0405,"Contribution for Annuity Benefits, United States Secret Service, Homeland Security"
1124,070-0406,"Procurement, Construction, and Improvements, Management Directorate, Departmental Management, Intelligence, Situational Awareness, and Oversight, Homeland Security"
1125,070-0407,"Procurement, Construction, and Improvements, United States Citizenship and Immigration Services, Homeland Security"
1126,070-0408,"Federal Assistance, U.S. Citizenship and Immigration Services, Homeland Security"
1127,070-0410,"Procurement, Construction, and Improvements, Transportation Security Administration, Homeland Security"
1128,070-0411,"Federal Assistance, Countering Weapons of Mass Destruction Office, Homeland Security"
1129,070-0412,"Procurement, Construction, and Improvements, Cybersecurity and Infrastructure Security Agency, Homeland Security"
1130,070-0413,"Federal Assistance, Federal Emergency Management Agency, Homeland Security"
1131,070-0414,"Procurement, Construction, and Improvements, Federal Emergency Management Agency, Homeland Security"
1132,070-0415,"Procurement, Construction, and Improvements, Science and Technology Directorate, Homeland Security"
1133,070-0416,"Federal Assistance, Office of the Secretary and Executive Management, Departmental Management, Intelligence, Situational Awareness, and Oversight, Homeland Security"
1134,070-0500,"Flood Hazard Mapping and Risk Analysis Program, Federal Emergency Management Agency, Homeland Security"
1135,070-0503,"Customs and Border Protection, USCS, Homeland Security"
1136,070-0504,"Immigration and Customs Enforcement, Border and Transportation Security, Homeland Security"
1137,070-0505,"Refunds and Drawbacks, United States Customs Service (Indefinite), Treasury"
1138,070-0508,"Expenses, Transportation Security Administration, Border and Transportation Security, Homeland Security"
1139,070-0509,"Operations and Support, Federal Law Enforcement Training Centers, Homeland Security"
1140,070-0510,"Procurement, Construction, and Improvements, Federal Law Enforcement Training Centers, Homeland Security"
1141,070-0521,"Office of Biometric Identity Management, National Protection and Programs Directorate, Homeland Security"
1142,070-0530,"Operations and Support, U.S. Customs and Border Protection, Homeland Security"
1143,070-0531,"Automation Modernization, U.S. Customs and Border Protection, Homeland Security"
1144,070-0532,"Procurement, Construction, and Improvements, U.S. Customs and Border Protection, Homeland Security"
1145,070-0533,"Border Security Fencing, Infrastructure, and Technology, U.S. Customs and Border Protection, Homeland Security"
1146,070-0540,"Operations and Support, U.S. Immigration and Customs Enforcement, Homeland Security"
1147,070-0541,"Federal Air Marshals, Transportation Security Administration,  Homeland Security"
1148,070-0542,"Federal Protective Service, Management Directorate, Departmental Management, Intelligence, Situational Awareness, and Oversight, Homeland Security"
1149,070-0543,"Automation Modernization, U.S. Immigration and Customs Enforcement, Homeland Security"
1150,070-0544,"Air and Marine Operations, U.S. Customs and Border Protection, Homeland Security"
1151,070-0545,"Procurement, Construction, and Improvements, U.S. Immigration and Customs Enforcement, Homeland Security"
1152,070-0550,"Operations and Support, Transportation Security Administration, Homeland Security"
1153,070-0551,"Surface Transportation Security, Transportation Security Administration, Homeland Security"
1154,070-0553,"Research and Development, Transportation Security Administration, Border and Transportation Security, Homeland Security"
1155,070-0554,"Transportation Security Support, Transportation Security Administration, Homeland Security"
1156,070-0557,"Intelligence and Vetting , Transportation Security Administration, Homeland Security"
1157,070-0560,"State and Local Programs, Federal Emergency Management Agency, Homeland Security"
1158,070-0565,"Infrastructure Protection and Information Security, Cybersecurity and Infrastructure Security Agency, Homeland Security"
1159,070-0566,"Operations and Support, Cybersecurity and Infrastructure Security Agency, Homeland Security"
1160,070-0602,"Retired Pay, Coast Guard, Homeland Security"
1161,070-0610,"Operations and Support, Coast Guard, Homeland Security"
1162,070-0611,"Environmental Compliance and Restoration, Coast Guard, Homeland Security"
1163,070-0613,"Procurement, Construction, and Improvements, Coast Guard, Homeland Security"
1164,070-0614,"Alteration of Bridges, Coast Guard, Homeland Security"
1165,070-0615,"Research and Development, Coast Guard, Homeland Security"
1166,070-0616,"Medicare-Eligible Retiree Health Fund Contribution, United States Coast Guard, Homeland Security"
1167,070-0700,"Operations and Support,  Federal Emergency Management Agency, Homeland Security"
1168,070-0702,"Disaster Relief Fund, Federal Emergency Management Agency, Homeland Security"
1169,070-0703,"Disaster Assistance Direct Loan Program Account, Federal Emergency Management Agency, Homeland Security"
1170,070-0707,"Emergency Food and Shelter, Federal Emergency Management Agency, Homeland Security"
1171,070-0712,"Administrative and Regional Operations, Emergency Preparedness and Response, Homeland Security"
1172,070-0715,"Radiological Emergency Preparedness Program, Federal Emergency Management Agency, Homeland Security"
1173,070-0716,"National Predisaster Mitigation Fund, Federal Emergency Management Agency, Homeland Security"
1174,070-0800,"Operations and Support, Science and Technology Directorate, Homeland Security"
1175,070-0801,"Research and Development, Management Directorate, Departmental Management, Intelligence, Situational Awareness, and Oversight, Homeland Security"
1176,070-0802,"Research and Development, Transportation Security Administration, Homeland Security"
1177,070-0803,"Research and Development, Science and Technology Directorate, Homeland Security"
1178,070-0804,"Research and Development, United States Secret Service, Homeland Security"
1179,070-0805,"Research and Development, Cybersecurity and Infrastructure Security Agency, Homeland Security"
1180,070-0860,"Research and Development, Countering Weapons of Mass Destruction Office, Homeland Security"
1181,070-0861,"Operations and Support, Countering Weapons of Mass Destruction Office, Homeland Security"
1182,070-0862,"Procurement, Construction, and Improvements, Countering Weapons of Mass Destruction Office,  Homeland Security"
1183,070-0900,"Operating Expenses, Cybersecurity and Infrastructure Security Agency, Homeland Security"
1184,070-1911,"Cybersecurity Response and Recovery Fund, Cybersecurity and Infrastructure Security Agency, Homeland Security"
1185,070-1912,"Hermit's Peak/Calf Canyon Fire Assistance Account, Federal Emergency Management Agency, Homeland"
1186,070-1913,"Procurement, Construction, and Improvements, Office of the Secretary and Executive Management, Departmental Management, Intelligence, Situational Awareness, and Oversight, Homeland Security"
1187,070-1914,"Nonrecurring Expenses Fund, Management Directorate, Departmental Management, Intelligence, Situational Awareness, and Oversight, Homeland Security"
1188,070-4236,"National Flood Insurance Fund, Federal Emergency Management Agency, Homeland Security"
1189,070-4363,"Enhanced Inspectional Services, U.S. Customs and Border Protection, Homeland Security"
1190,070-4535,"Supply Fund, USCG, Homeland Security"
1191,070-4640,"Working Capital Fund, Departmental Management, Intelligence, Situational Awareness, and Oversight, Homeland Security"
1192,070-4641,"Advanced Training Center Revolving Fund, Departmental Management, Intelligence, Situational Awareness, and Oversight, Homeland Security"
1193,070-4743,"Yard Fund, USCG, Homeland Security"
1194,070-5087,"Customs and Border Protection, Immigration User Fees, Border and Transportation Security, Homeland Security"
1195,070-5088,"Immigration Examination Fees, Immigration Services, Homeland Security"
1196,070-5089,"Customs and Border Protection, Land Border Inspection Fees, Border and Transportation Security, Homeland Security"
1197,070-5106,"Immigration Services, H-1 B Funded, Homeland Security"
1198,070-5126,"Breach Bond/Detention Fund, Border and Transportation Security, Homeland Security"
1199,070-5378,"Student and Exchange Visitor Program, Border and Transportation Security, Homeland Security"
1200,070-5382,"Immigration User Fee Account, BICE, Homeland Security"
1201,070-5385,"Aviation Security Capital Fund, Transportation Security Administration, Homeland Security"
1202,070-5389,"H-1B and L Fraud Prevention and Detection Account, Citizenship and Immigration Services, Homeland Security"
1203,070-5390,"Unclaimed Checkpoint Money, Transportation Security Administration, Homeland Security"
1204,070-5451,"Immigration Enforcement Account, Border and Transportation Security, Homeland Security"
1205,070-5542,"Detention and Removal Operations, U.S. Immigration and Customs Enforcement, Homeland Security"
1206,070-5543,"International Registered Traveler Program Fund, U.S. Customs and Border Protection, Homeland Security"
1207,070-5545,"Airport Checkpoint Screening Fund, Transportation Security Administration, Homeland Security"
1208,070-5569,"APEC Business Travel Card Account, Customs and Border Protection, Homeland Security"
1209,070-5595,"Electronic System for Travel Authorization, U.S. Customs and Border Protection, Homeland Security"
1210,070-5651,"Citizenship Gift and Bequest Account, U.S. Citizenship and Immigration Services, Homeland Security"
1211,070-5687,"Customs and Border Protection, Transfer and Expenses of Operation, Puerto Rico, USCS, Homeland Security"
1212,070-5694,"Customs and Border Protection Services at User Fee Facilities, U.S. Customs and Border Protection, Homeland Security"
1213,070-5695,"Customs and Border Protection, Customs User Fees Account, USCS, Homeland Security"
1214,070-5701,"National Flood Insurance Reserve Fund, Homeland Security"
1215,070-5702,"9-11 Response and Biometric Exit Account, U.S. Customs and Border Protection, Homeland Security"
1216,070-5705,"EB-5 Integrity Fund, U.S. Citizenship and Immigration Services, Homeland Security"
1217,070-5710,"U.S. Coast Guard Housing Special Fund, Coast Guard, Homeland Security"
1218,070-8147,"Sport Fish Restoration and Boating Trust Fund, Homeland Security"
1219,070-8149,"Boat Safety, USCG, Homeland Security"
1220,070-8185,"Oil Spill Liability Trust Fund-Treasury Managed, Homeland Security"
1221,070-8244,"Gifts and Donations, Department Management, Homeland Security"
1222,070-8312,"Payment of Claims (Oil Spill Liability Trust Fund), Homeland Security"
1223,070-8314,"Trust Fund Share of Expenses, USCG, Homeland Security"
1224,070-8349,"Oil Spill Recovery, USCG, Homeland Security"
1225,070-8529,"Customs and Border Protection, Violent Crime Reduction Trust Fund, USCS, Homeland Security"
1226,070-8533,"General Gift Fund, USCG, Homeland Security"
1227,070-8598,"Violent Crime Reduction Program, Immigration Services, Homeland Security"
1228,070-8789,"Refunds, Transfers and Expenses, Abandoned and Seized Goods, USCS, Homeland Security"
1229,070-8870,"Harbor Maintenance Fee Collection, USCS, Homeland Security"
1230,071-0100,"Program Account, United States International Development Finance Corporation"
1231,072-0300,"Capital Investment Fund of the United States Agency for International Development, Funds Appropriated to the President"
1232,072-0305,"Civilian Stabilization Initiative, Funds Appropriated to the President, Agency for International Development"
1233,072-0306,"Assistance for Europe, Eurasia, and Central Asia, Funds Appropriated to the President, US Agency for International Development"
1234,072-0402,Assistance for the New Independent States of the Former Soviet Union:  Ukraine Export Credit Insurance Program Account
1235,072-1000,"Operating Expenses of the United States Agency for International Development, Funds Appropriated to the President"
1236,072-1007,"Operating Expenses of the United States Agency for International Development, Office of Inspector General, Funds Appropriated to the President"
1237,072-1010,"Assistance for Eastern Europe and the Baltic States, Funds Appropriated to the President"
1238,072-1012,"Sahel Development Program, Funds Appropriated to the President"
1239,072-1014,"Sub-Saharan Africa, Development Assistance, Funds Appropriated to the President"
1240,072-1015,"Complex Crises Fund, Funds Appropriated to the President, US Agency for International Development"
1241,072-1021,"Development Assistance, Agency for International Development, Funds Appropriated to the President"
1242,072-1023,"Food and Nutrition, Development Assistance, Economic Assistance, Funds Appropriated to the President"
1243,072-1024,"Population Planning and Health, Development Assistance, Economic Assistance, Funds Appropriated to the President"
1244,072-1025,"Education and Human Resources Development, Development Assistance, Economic Assistance, Funds Appropriated to the President"
1245,072-1027,"Transition Initiatives, Funds Appropriated to the President, US Agency for International Development"
1246,072-1033,"HIV/AIDS Working Capital Fund, Agency for International Development"
1247,072-1035,"International Disaster Assistance, Funds Appropriated to the President, US Agency for International Development"
1248,072-1037,"Economic Support Fund, Funds Appropriated to the President"
1249,072-1040,"Sub-Saharan Africa Disaster Assistance, Funds Appropriated to the President"
1250,072-1093,"Assistance for the Independent States of the Former Soviet Union, Funds Appropriated to the President, United States Agency for International Development"
1251,072-1095,"Child Survival and Health Programs Fund, United States Agency for International Development"
1252,072-1096,"Central America and the Caribbean Emergency Disaster Recovery Fund, Agency for International Development"
1253,072-1500,"Demobilization and Transition Fund, Funds Appropriated to the President"
1254,072-1560,"Sovereign Credit Program Account, Agency for International Development"
1255,072-4175,"Property Management Fund, Agency for International Development"
1256,072-4513,"Working Capital Fund, International Assistance Program"
1257,072-4590,"Acquisition of Property Revolving Fund, Agency for International Development"
1258,072-5318,"Loan Guarantees to Israel Program, Reimbursements of Administrative Expenses, Agency for International Development"
1259,072-8342,"Foreign National Employees Separation Liability Fund, Agency for International Development"
1260,072-8502,"Technical Assistance, United States Dollars Advanced from Foreign Governments, Agency for International Development"
1261,072-8824,"Gifts and Donations, Agency for International Development"
1262,073-0100,"Salaries and Expenses, Small Business Administration"
1263,073-0200,"Office of Inspector General, Small Business Administration"
1264,073-0300,"Office of Advocacy, Small Business Administration"
1265,073-0400,"Entrepreneurial Development Programs, Small Business Administration"
1266,073-0500,"Emergency EIDL Grants, Small Business Administration"
1267,073-0700,"Shuttered Venue Operators, Small Business Administration"
1268,073-0800,"Restaurant Revitalization Fund, Small Business Administration"
1269,073-1152,"Disaster Loans Program Account, Small Business Administration"
1270,073-1154,"Business Loans Program Account, Small Business Administration"
1271,073-1161,"Information Technology System Modernization and Working Capital Fund, Small Business Administration"
1272,073-4153,"Disaster Loan Fund, Liquidating Account, Small Business Administration"
1273,073-4154,"Business Loan and Investment Fund, Liquidating Account, Small Business Administration"
1274,073-4156,"Surety Bond Guarantees Revolving Fund, Small Business Administration"
1275,073-4268,"Surety Bond Guarantees Revolving Fund - Recovery Act, Small Business Administration"
1276,073-8466,"Business Assistance Trust Fund, Small Business Administration"
1277,074-0100,"Salaries and Expenses, American Battle Monuments Commission"
1278,074-0101,"Foreign Currency Fluctuations Account, American Battle Monuments Commission"
1279,074-8569,"Contributions, American Battle Monuments Commission"
1280,075-0111,"Health Insurance Consumer Information, Office of the Secretary, Health and Human Services"
1281,075-0112,"Rate Review Grants, Office of the Secretary, Health and Human Services"
1282,075-0113,"Pre-Existing Condition Insurance Plan Program, Office of the Secretary, Health and Human Services"
1283,075-0114,"Early Retiree Reinsurance Program, Office of the Secretary, Health and Human Services"
1284,075-0115,"Affordable Insurance Exchange Grants, Centers for Medicare and Medicaid Services, Health and Human Services"
1285,075-0116,"Prevention and Public Health Fund, Departmental Management, Health and Human Services"
1286,075-0118,"Consumer Operated and Oriented Plan Program Account, Centers for Medicare and Medicaid Services, Health and Human Services"
1287,075-0119,"Health Insurance Reform Implementation Fund, Departmental Management, Health and Human Services"
1288,075-0120,"General Departmental Management, Departmental Management, Health and Human Services"
1289,075-0124,"Community Health Center Fund, Departmental Management, Health and Human Services"
1290,075-0125,"Nonrecurring Expense Fund, Office of the Secretary, Health and Human Services"
1291,075-0127,No Surprises Act Implementation Fund
1292,075-0128,"Office of the Inspector General, Office of the Secretary, Health and Human Services"
1293,075-0130,"Office of the National Coordinator for Health Information Technology, Departmental Management, Health and Human Services"
1294,075-0131,"Office of the National Coordinator for Health Information Technology - Recovery Act, Office of the Secretary, Health and Human Services"
1295,075-0133,"Advanced Research Projects Agency for Health, Office of the Secretary, Department of Health and Human Services"
1296,075-0135,"Office for Civil Rights, Departmental Management, Health and Human Services"
1297,075-0139,"Office of Medicare Hearings and Appeals, Office of the Secretary, Health and Human Services"
1298,075-0140,"Public Health and Social Services Emergency Fund, Office of the Secretary, Health and Human Services"
1299,075-0142,"Aging and Disability Services Programs, Administration for Community Living, Health and Human Services"
1300,075-0145,"Transfers from the Patient-Centered Outcome Research Trust Fund, Departmental Management, Health and Human Services"
1301,075-0146,"Payment to the State Response to the Opioid Abuse Crisis Account, CURES Act, Departmental Administration, Health and Human Services"
1302,075-0147,"Payment to the NIH Innovation Account, CURES Act, National Institutes of Health, Health and Human Services"
1303,075-0148,"Payment to the FDA Innovation Account, CURES Act, Food and Drug Administration, Health and Human Services"
1304,075-0150,Defense Production Act Medical Supplies Enhancement
1305,075-0170,"HHS Accrual Contribution to the Uniformed Services Retiree Health Care Fund, Office of the Assistant Secretary for Health, Health and Human Services"
1306,075-0200,"Payments for Tribal Leases, Indian Health Service, Health and Human Services"
1307,075-0320,"Vaccine Injury Compensation, Health Resources and Services Administration, Health and Human Services"
1308,075-0321,"Maternal, Infant, and Early Childhood Home Visiting Programs, Health Resources and Services Administration, Health and Human Services"
1309,075-0330,"Free Clinics Malpractice Claims Fund, Health Resources and Service Administration, Health and Human Services"
1310,075-0343,"Covered Countermeasure Process Fund, Health Resources and Services Administration, Health and Human Services"
1311,075-0344,"Contract Support Costs, Indian Health Service, Health and Human Services"
1312,075-0350,"Health Resources and Services, Health Resources and Services Administration, Health and Human Services"
1313,075-0352,"Primary Health Care Access, Health Resources and Services Administration, Health and Human Services"
1314,075-0353,"Health Workforce, Health Resources and Services Administration, Health and Human Services"
1315,075-0354,"Maternal and Child Health, Health Resources and Services Administration, Health and Human Services"
1316,075-0356,"Ryan White HIV/AIDS Program, Health Resources and Services Administration, Health and Human Services"
1317,075-0357,"Health Care Systems, Health Resources and Services Administration, Health and Human Services"
1318,075-0358,"Rural Health, Health Resources and Services Administration, Health and Human Services"
1319,075-0359,"Family Planning, Health Resources and Services Administration, Health and Human Services"
1320,075-0360,"Primary Health Care, Health Resources and Services Administration, Health and Human Services"
1321,075-0361,"Program Management, Health Resources and Services Administration, Health and Human Services"
1322,075-0365,"Health Centers Malpractice Claims, Health Resources and Services Administration, Health and Human Services"
1323,075-0379,"Retirement Pay and Medical Benefits for Commissioned Officers, Office of the Assistant Secretary for Health, Health and Human Services"
1324,075-0390,"Indian Health Services, Indian Health Service, Health and Human Services"
1325,075-0391,"Indian Health Facilities, Indian Health Service, Health and Human Services"
1326,075-0508,"Medicare Health Information Technology Incentive Payments - Recovery Act, Centers for Medicare and Medicaid Services, Health and Human Services"
1327,075-0509,"Patient Protection and Affordable Care - Program Management, Centers for Medicare and Medicaid, Health and Human Services"
1328,075-0510,"Program Management - Recovery Act, Centers for Medicare and Medicaid Services, Health and Human Services"
1329,075-0511,"Program Management, Centers for Medicare and Medicaid Services, Health and Human Services"
1330,075-0512,"Grants to States for Medicaid, Centers for Medicare and Medicaid Services, Health and Human Services"
1331,075-0513,"Payments for Credits Against Health Care Contributions, Centers for Medicare and Medicaid Services, Health and Human Services"
1332,075-0515,"State Children's Health Insurance Fund, Centers for Medicare and Medicaid Services, Health and Human Services"
1333,075-0516,"State Grants and Demonstration, Centers for Medicare and Medicaid Services, Health and Human Services"
1334,075-0518,"Grants to States for Medicaid - Recovery Act, Centers for Medicare and Medicaid Services, Health and Human Services"
1335,075-0519,"Quality Improvements Organizations, Centers for Medicare and Medicaid, Health and Human Services"
1336,075-0522,"Centers for Medicare and Medicaid Innovation, Centers for Medicare and Medicaid, Health and Human Services"
1337,075-0524,"Consumer Operated Oriented Plan Program Contingency Fund, Centers for Medicare and Medicaid Services, Health and Human Services"
1338,075-0580,"Payments to Health Care Trust Funds, Centers for Medicare and Medicaid Services, Health and Human Services"
1339,075-0585,"Taxation on OASDI Benefits, HI, Centers for Medicare and Medicaid Services, Health and Human Services"
1340,075-0600,"Salaries and Expenses, Food and Drug Administration, Health and Human Services"
1341,075-0603,"Buildings and Facilities, Food and Drug Administration, Health and Human Services"
1342,075-0807,"National Library of Medicine, National Institutes of Health, Health and Human Services"
1343,075-0819,"John E. Fogarty International Center, National Institutes of Health, Health and Human Services"
1344,075-0837,"Advanced Research Projects Agency for Health-NIH, National Institutes of Health, Department of Health and Human Services"
1345,075-0838,"Buildings and Facilities, National Institutes of Health, Health and Human Services"
1346,075-0843,"National Institute on Aging, National Institutes of Health, Health and Human Services"
1347,075-0844,"National Institute of Child Health and Human Development, National Institutes of Health, Health and Human Services"
1348,075-0846,"Office of the Director, National Institutes of Health, Health and Human Services"
1349,075-0848,"National Center for Research Resources, National Institutes of Health"
1350,075-0849,"National Cancer Institute, National Institutes of Health, Health and Human Services"
1351,075-0851,"National Institute of General Medical Sciences, National Institutes of Health, Health and Human Services"
1352,075-0862,"National Institute of Environmental Health Sciences, National Institutes of Health, Health and Human Services"
1353,075-0872,"National Heart, Lung, and Blood Institute, National Institutes of Health, Health and Human Services"
1354,075-0873,"National Institute of Dental and Craniofacial Research, National Institutes of Health, Health and Human Services"
1355,075-0875,"National Center for Advancing Translational Sciences, National Institutes of Health, Health and Human Services"
1356,075-0884,"National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health, Health and Human Services"
1357,075-0885,"National Institute of Allergy and Infectious Diseases, National Institutes of Health, Health and Human Services"
1358,075-0886,"National Institute of Neurological Disorders and Stroke, National Institutes of Health, Health and Human Services"
1359,075-0887,"National Eye Institute, National Institutes of Health, Health and Human Services"
1360,075-0888,"National Institute of Arthritis and Musculoskeletal and Skin Diseases, National Institutes of Health, Health and Human Services"
1361,075-0889,"National Institute of Nursing Research, National Institutes of Health, Health and Human Services"
1362,075-0890,"National Institute on Deafness and Other Communication Disorders, National Institutes of Health, Health and Human Services"
1363,075-0891,"National Human Genome Research Institute, National Institutes of Health, Health and Human Services"
1364,075-0892,"National Institute of Mental Health, National Institutes of Health, Health and Human Services"
1365,075-0893,"National Institute on Drug Abuse, National Institutes of Health, Health and Human Services"
1366,075-0894,"National Institute on Alcohol Abuse and Alcoholism, National Institutes of Health, Health and Human Services"
1367,075-0896,"National Center for Complementary and Integrative Health, National Institute of Health, Health and Human Services"
1368,075-0897,"National Institute on Minority Health and Health Disparities, National Institutes of Health, Health and Human Services"
1369,075-0898,"National Institute of Biomedical Imaging and Bioengineering, National Institutes of Health, Health and Human Services"
1370,075-0943,"CDC-Wide Activities and Program Support, Centers for Disease Control and Prevention, Health and Human Services"
1371,075-0944,"Toxic Substances and Environmental Public Health, Agency for Toxic Substances and Disease Registry, Health and Human Services"
1372,075-0945,"Infectious Diseases Rapid Response Reserve Fund, Centers for Disease Control, Health and Human Services"
1373,075-0946,"World Trade Center Health Program Fund, Centers for Disease Control and Prevention, Health and Human Services"
1374,075-0947,"Environmental Health, Centers for Disease Control and Prevention, Health and Human Services"
1375,075-0948,"Chronic Disease Prevention and Health Promotion, Centers for Disease Control and Prevention, Health and Human Services"
1376,075-0949,"Emerging and Zoonotic Infectious Diseases, Centers for Disease Control and Prevention, Health and Human Services"
1377,075-0950,"HIV/AIDS, Viral Hepatitis, Sexually Transmitted Diseases, and Tuberculosis Prevention, Centers for Disease Control and Prevention, Health and Human Services"
1378,075-0951,"Immunization and Respiratory Diseases, Centers for Disease Control and Prevention, Health and Human Services"
1379,075-0952,"Injury Prevention and Control, Centers for Disease Control and Prevention, Health and Human Services"
1380,075-0953,"National Institute For Occupational Safety and Health, Centers for Disease Control and Prevention, Health and Human Services"
1381,075-0954,"Energy Employees Occupational Illness Compensation Program, Centers for Disease Control and Prevention, Health and Human Services"
1382,075-0955,"Global Health, Centers for Disease Control and Prevention, Health and Human Services"
1383,075-0956,"Public Health Preparedness and Response, Centers for Disease Control and Prevention, Health and Human Services"
1384,075-0958,"Birth Defects, Developmental Disabilities, Disabilities and Health, Centers for Disease Control and Prevention, Health and Human Services"
1385,075-0959,"Public Health Scientific Services, Centers for Disease Control and Prevention, Health and Human Services"
1386,075-0960,"Buildings and Facilities, Centers for Disease Control and Prevention, Health and Human Services"
1387,075-0961,"World Trade Center Health Program Supplemental Fund, Centers for Disease Control and Prevention, Health and Human Resources"
1388,075-0966,"World Trade Center Health Program Fund for Certain WTC Responders at the Pentagon and Shanksville, Pennsylvania, Centers for Disease Control and Prevention, Health and Human Services"
1389,075-1000,"Research, Development, and Procurement, Administration for Strategic Preparedness and Response, Health and Human Service"
1390,075-1001,"Operations, Preparedness, and Emergency Response, Administration for Strategic Preparedness and Response, Health and Human Services"
1391,075-1102,"Scientific Activities Overseas, Special Foreign Currency Program, Assistant Secretary for Health, Health and Human Services"
1392,075-1104,"Public Health Emergency Fund, Public Health Services, Office of Assistant Secretary for Health, Health and Human Services"
1393,075-1362,"Health Surveillance and Program Support, Substance Abuse and Mental Health Services Administration, Health and Human Services"
1394,075-1363,"Mental Health, Substance Abuse and Mental Health Services Administration, Health and Human Services"
1395,075-1364,"Substance Abuse Treatment, Substance Abuse and Mental Health Administration, Health and Human Services"
1396,075-1365,"Substance Abuse Prevention, Substance Abuse and Mental Health Administration, Health and Human Services"
1397,075-1501,"Payments to States for Child Support Enforcement and Family Support Programs, Administration for Children and Families, Health and Human Services"
1398,075-1502,"Low Income Home Energy Assistance, Administration for Children and Families, Health and Human Services"
1399,075-1503,"Refugee and Entrant Assistance, Administration for Children and Families, Health and Human Services"
1400,075-1505,"Payments to States for Child Support Enforcement and Family Support Programs - Recovery Act, Administration for Children and Families, Health and Human Services"
1401,075-1512,"Promoting Safe and Stable Families, Administration for Children and Families, Health and Human Services"
1402,075-1515,"Payment to States for the Child Care and Development Block Grant, Administration for Children and Families, Health and Human Services"
1403,075-1522,"Contingency Fund for State Welfare Programs, Administration for Children and Families, Health and Human Services"
1404,075-1523,"Emergency Contingency Fund for State Temporary Assistance for Needy Family Programs - Recovery Act, Administration for Children and Families, Health and Human Services"
1405,075-1534,"Social Services Block Grant, Administration for Children and Families, Health and Human Services"
1406,075-1536,"Children and Families Services Programs, Administration for Children and Families, Health and Human Services"
1407,075-1545,"Payments for Foster Care and Permanency, Administration for Children and Families, Health and Human Services"
1408,075-1550,"Child Care Entitlement to States, Administration for Children and Families, Health and Human Services"
1409,075-1552,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services"
1410,075-1553,"Children's Research and Technical Assistance, Administration for Children and Families, Health and Human Services"
1411,075-1700,"Healthcare Research and Quality, Agency for Healthcare Research and Quality, Health and Human Services"
1412,075-1806,"Payments to Federal Hospital Insurance Trust Fund, Health Care Fraud and Abuse, Health and Human Services"
1413,075-3902,"Section 241 Transactions Account, Office of the Secretary, Health and Human Services"
1414,075-3921,"Consolidated Working Fund, Indian Health Services, Health and Human Services"
1415,075-3965,"Grants Management Fund, Departmental Management, Health and Human Services"
1416,075-3966,"Management Fund, National Institutes of Health"
1417,075-4309,"Revolving Fund for Certification and Other Services, Food and Drug Administration, Health and Human Services"
1418,075-4552,"HHS Service and Supply Fund, Program Support Center, Health and Human Services"
1419,075-4553,"CDC Working Capital Fund, Centers for Disease Control and Prevention, Health and Human Services"
1420,075-4554,"Service and Supply Fund, National Institutes of Health, Health and Human Services"
1421,075-4613,"FDA Working Capital Fund, Food and Drug Administration, Health and Human Services"
1422,075-5071,"Operation and Maintenance of Quarters, Indian Health Services, Health and Human Services"
1423,075-5145,"Cooperative Research and Development Agreements, National Institutes of Health, Health and Human Services"
1424,075-5146,"Cooperative Research and Development Agreements, Centers for Disease Control, Health and Human Services"
1425,075-5148,"Cooperative Research and Development Agreements, Food and Drug Administration, Health and Human Services"
1426,075-5551,"Child Enrollment Contingency Fund, Centers for Medicare and Medicaid Services, Health and Human Services"
1427,075-5627,"State Response to the Opioid Abuse Crisis, CURES Act, Departmental Administration, Health and Human Services"
1428,075-5628,"NIH Innovation, CURES Act, National Institutes of Health, Health and Human Services"
1429,075-5629,"FDA Innovation, CURES Act, Food and Drug Administration, Health and Human Services"
1430,075-5733,"Risk Adjustment Program Payments, Centers for Medicare and Medicaid Services, Health and Human Services"
1431,075-5735,"Transitional Reinsurance Program, Centers for Medicare and Medicaid Services, Health and Human Services"
1432,075-5736,"10-Year Pediatric Research Initiative Fund, National Institutes of Health, Health and Human Services"
1433,075-5745,"Debt Collection Fund, Office of the Secretary, Health and Human Services"
1434,075-6079,"Personal Funds and Earnings of Patients, National Institutes of Health"
1435,075-6275,"Withheld State and Local Taxes, Departmental Management"
1436,075-6276,"Other Federal Payroll Withholding, Allotments, Departmental Management"
1437,075-6501,"Small Escrow Amounts, Health Care Financing Administration"
1438,075-8004,"Federal Supplementary Medical Insurance Trust Fund-Treasury Managed, Health and Human Services"
1439,075-8005,"Federal Hospital Insurance Trust Fund - Treasury Managed, Health and Human Services"
1440,075-8073,"Contributions, Indian Health Facilities, Indian Health Services, Health and Human Services"
1441,075-8175,"Vaccine Injury Compensation Trust Fund - Treasury Managed, Health and Human Services"
1442,075-8248,"National Institutes of Health Unconditional Gift Fund, Health and Human Services"
1443,075-8249,"Unconditional Gift Fund, Health Resources and Services Administration, Health and Human Services"
1444,075-8250,"Gifts and Donations, Centers for Disease Control, Health and Human Services"
1445,075-8253,"National Institutes of Health Conditional Gift Fund, Health and Human Services"
1446,075-8254,"Conditional Gift Fund, Health Resources and Services Administration, Health and Human Services"
1447,075-8308,"Medicare Prescription Drug Account, Centers for Medicare and Medicaid Services, Health and Human Services"
1448,075-8393,"Health Care Fraud and Abuse Control Account, Health and Human Services"
